sepal length (cm),sepal width (cm),petal length (cm),petal width (cm),species
6.101552372264762,2.935791411171598,4.264177749936355,2.2580745008592182,2
6.198007406642089,2.950770535632285,5.685572936685654,2.038724130189333,2
6.627210421650607,2.8697530671292992,6.0838910308299035,2.1509805003570084,2
6.283720906090189,2.8668730181024498,5.256196887963753,2.1764043608456594,2
7.53770039932272,2.896902306753645,5.6448874284482065,2.3895788107505216,2
6.295962313489224,2.681215117946434,6.100606961081972,1.0885229985464315,2
6.3242432579793455,3.5301360261280847,4.564604039487072,2.008236949580641,2
6.390449735595568,2.300777620871486,5.663463686882081,2.3709214520888002,2
6.885432596943484,3.3616867859560533,5.617807279054283,1.3387561287680125,2
6.292356043049599,3.7180561297338737,5.669248203747207,2.2829886535085646,2
6.624110293150168,2.7312556135821606,5.590933127529247,1.7945675604845124,2
6.071958087045567,2.8489514526881603,5.915167908272123,2.0320053942632876,2
6.666831052643474,2.8387186535582107,5.7394899128731955,2.464001968946401,2
6.0106181421088465,3.119312892032625,5.365062532353314,1.8013060137049641,2
