sepal length (cm),sepal width (cm),petal length (cm),petal width (cm),species
0.15192508597553567,0.3976989429074067,0.1471853073139077,0.16915543703062394,0
0.23881405750754614,0.440698509438356,0.15735495352929926,0.03616619411328355,0
0.21732973658431254,0.9547623343865721,0.06373189800080101,0.0877589259155013,0
0.16606346130577077,0.5080130693765712,0.04182067088000807,0.12695953316973788,0
0.04379661298859694,0.6700455799977669,0.06651368298882421,0.21842945598917804,0
0.07315972363462175,0.538097961807892,0.13430342808553178,0.04672407593385442,0
0.17951213179883418,0.8082777603110152,0.03959797605565987,0.13412653704162358,0
0.18292383069702645,0.7211611092096801,0.05409258307615583,0.04119203967833468,0
0.21049899313945541,0.6407577557676816,0.1122788650003437,0.14411805293828361,0
0.08402196111089433,0.6300230662085551,0.11394450799342562,0.078617086686628,0
0.3519039595708753,0.6700854618073426,0.055878225041479795,0.16326606426511853,0
0.053016651953135874,0.7220336908176905,0.14780231124293233,0.072051495473159,0
0.2569489926420985,0.6599608778437147,0.13463761358405305,0.23984685791729063,0
0.12975664474535842,0.4665110088583877,0.0676837040696931,0.07235232786990128,0
0.14746460000403938,0.6480822594277844,0.11330368455327686,0.17380189594108725,0
0.1569457611546483,0.832554628984514,0.0921270787386182,0.2906876899057998,0
0.22141354973783134,0.44936007734322225,0.06058850012382133,0.1525171102897575,0
0.13206374002732768,0.7099137557200501,0.12099226466687343,0.11822903873075721,0
0.06647367549329841,0.3402918252710463,0.08501309603148055,0.17560586192697725,0
0.17810567296660262,0.38491954140570117,0.10925455298473472,0.1465180992255651,0
0.0625736417608147,0.6170002431435415,0.1047570342566834,0.052151248980380184,0
0.5273240374724446,0.40042892890906634,0.6378050760771856,0.5423107876034707,1
0.3341923615975211,0.3371048261796459,0.5020287991241118,0.48156229216165797,1
0.9515701175777422,0.41001680201970103,0.6501085931990569,0.4875359304883718,1
0.5390008804784105,0.36585584030349794,0.6844508786515106,0.39276241330694717,1
0.42453380227975246,0.2864573957303431,0.5493497642330071,0.3745710710927489,1
0.21441177407794298,0.08774407645918014,0.7909040744780012,0.49987455256377905,1
0.5953908646501616,0.1504765846130276,0.5728906442714612,0.4333546636899773,1
0.5426359621435688,0.30223922062825603,0.5538500526608009,0.3483683420243028,1
0.3710792571213337,0.35119203383713304,0.6133783875395171,0.6557717586948644,1
0.47908263909675664,0.376815756430684,0.45137267982817153,0.355702892698155,1
0.4402670083823328,0.3783779224286714,0.5478088529192849,0.48048767420563726,1
0.41194505983036267,0.2002449777001709,0.5159058609203112,0.3756852865893635,1
0.5072451193054761,0.38448813537547877,0.7479361816415737,0.2916302738739963,1
0.5881113784318275,0.22007364436788968,0.7758433388048506,0.2639855649872693,1
0.36385341059645926,0.36769275125489487,0.7089318528643402,0.47394586012855044,1
0.447382276889263,0.15673342175559823,0.537293089054313,0.07983110594288895,1
0.2942468435840442,0.10915337507262923,0.5900529208949798,0.601064059621885,1
0.47190259185062966,0.10848253798046392,0.5753854051861813,0.5806221225706327,1
0.45637231692398883,0.3310443652900088,0.7008150066861663,0.3215090625989257,1
0.3777012459187994,0.23167339180417645,0.6253867593187931,0.43394524073185364,1
0.5403849119500868,0.13170615396658047,0.6186942145499539,0.5961022355728094,1
0.2034803529812228,0.34584461166864355,0.7766943324713144,0.410246809058621,1
0.37480381982926825,0.21904561269325296,0.631796855933324,0.4042216309508389,1
0.5645450873691391,0.1956036513625954,0.5637030912240276,0.4646623027832641,1
0.49465643343387167,0.3506889528670325,0.6801946585455726,0.5134144475661322,1
0.3828608208083881,0.34843062746979125,0.5449552289467561,0.5064019888939861,1
0.47017398108371866,0.20748690999269792,0.6081777304331362,0.56312443913601,1
0.4289961844334267,0.4057028250882595,0.6526160531518983,0.4031993146262669,1
0.5598937107596835,0.279319540062515,0.6743907898188558,0.5660990971374074,1
0.4150682519521318,0.26159554711181143,0.6631666993621045,0.4611491349856944,1
0.531753755858406,0.5222169223762523,0.6174016375210702,0.338972476988988,1
0.2985763071023928,0.3696895868682224,0.5311055961541782,0.5503383076092069,1
0.536030885569531,0.17164149620647784,0.6586420285711426,0.4251702328496707,1
0.3677850641841336,0.25961211627181524,0.6157436933778159,0.5307676671527207,1
0.4136352919737234,0.21075232356444995,0.5452288861185194,0.4706424355431907,1
0.4864584663354701,0.2174106986947475,0.5454852519866713,0.45267883175179163,1
0.48495872530436057,0.111812627076467,0.5729605534033273,0.27160946046838597,1
0.42754577309508535,0.4498617869101005,0.5536043496022864,0.45973112670941835,1
0.43444163845223716,0.1592965967352673,0.6769133947666768,0.42444625146177123,1
0.4178529745861266,0.1798526786780914,0.6083645953233837,0.46099429568791467,1
0.6525836005954921,0.3239626254861161,0.6504449189874061,0.4148482654994792,1
0.40334669094205977,0.2783331862418761,0.6638075371533396,0.4504463777852774,1
0.35543274823905247,0.3352535121530522,0.617454848874931,0.42910133572035186,1
0.578678525398477,0.18687480513151722,0.7233455786091407,0.6567597889464714,1
0.47868154365966875,0.18207278580105712,0.6780604229808957,0.6606762963963264,1
0.37780746788345576,0.2152047583797001,0.544115997874004,0.1993324005873763,1
0.4744353777827395,0.49686265644543415,0.5504210233637077,0.463030320014618,1
0.38070571195114167,0.33454065414372036,0.6841709538516015,0.3303958447680939,1
0.6910807963270356,0.22183944538986755,0.5065224104987058,0.5526194400639597,1
0.6295323701878004,0.42200705940517924,0.475783137170509,0.41423013520155083,1
0.5549828254155253,0.3895311443206062,0.680277384578161,0.6204255821634106,2
0.758331117979951,0.35812853332964734,0.780376124882792,0.4879337612963345,2
0.7402941668962468,0.19523458688341955,0.8302662982746113,0.7076578803564708,2
0.8672782715607326,0.25761450692947285,0.6855530780998277,0.660816662494708,2
0.6739495723054534,0.3929370538472503,0.9554250278795882,0.7654136377028069,2
0.9467498635748879,0.542860988176576,1.0,0.5890325476003246,2
0.8824109115150776,0.49551173926252035,0.8761957067787338,0.5006161765482784,2
0.3620929788420284,0.04356314236075631,0.9123255603540648,0.47365320162415253,2
0.7740856009895511,0.3940276372526055,0.7961785536879163,0.8053094539610488,2
0.4250890715025024,0.372528320332294,0.9622008597511162,0.4094212413466024,2
0.6492645415782026,0.3669608366304269,0.8533385622199907,0.3644622143458612,2
0.766121254381458,0.2258747241443213,0.7056403742920448,0.665050544942652,2
0.4784769635377437,0.5401365391029336,0.7747953354869727,0.612037553514049,2
0.7385651396644655,0.2502536862838838,0.7335212485435364,0.5542946129324673,2
0.48246518392362026,0.18308949602615932,0.8103818196920911,0.5514058900118551,2
0.6605711379817747,0.41722554865423533,0.991600770610185,0.5333664183314486,2
0.6179402183372888,0.5073617175554248,0.80991842438333,0.695623657010553,2
0.5589020969375877,0.0,0.7733403193086992,0.5858109030958296,2
0.8821185414915813,0.3404410972387186,0.6872083052195322,0.822920953583538,2
0.7064885479971841,0.5674052893084596,0.8701760270505923,1.0,2
0.49572562465652914,0.41548157763965077,0.8085547883663445,0.42139222870526355,2
0.4180759694468972,0.2023811137393834,0.7535849826888364,0.5399304255654405,2
0.8013874053987282,0.6271672768163052,0.9673202073658589,0.6187934490335905,2
0.5114075539416449,0.4711104785174751,0.8265113934803828,0.8078740480271704,2
0.6230364533220503,0.15242290256323665,0.7290147225787557,0.5116447953577639,2
0.9723843020785214,0.47510034524949507,0.9007577611191673,0.4470639171214636,2
0.5736584156749676,0.23845981221329038,0.762831404312212,0.5466211787268735,2
0.5164544025988149,0.37340883840669425,0.8239881396257662,0.6531776977730634,2
0.5037077853548226,0.5070107294743897,0.798842820562141,0.5485504685837455,2
0.4920629005193631,0.5063467074031274,0.8635597246932323,0.6320449199298328,2
0.7451059724544205,0.47636557540600366,0.6737190015512121,0.5379482457550906,2
0.35441597815590176,0.3897142851633446,0.752980695626472,0.41878699383756124,2
0.5042480127607576,0.10620119524593008,0.8424621347040909,0.6986400811438056,2
0.4532207165445905,0.38960047639314954,0.8139638146645392,0.5392804513011031,2
0.5907235243912938,0.28607098313880996,0.7444824998471031,0.7440487099174244,2
0.4667485997913574,0.6208032560662846,0.8928428909788291,0.6852054280228199,2
0.5221202972409971,0.34806797725883465,0.6035461697890329,0.6910427157994701,2
0.5542158070975074,0.3559232951156279,0.8522084713676694,0.6304713009032743,2
0.6970335427147154,0.3134363013855217,0.9218911992773109,0.6614697767727329,2
0.5827370603854451,0.3119259527260638,0.7770923899898308,0.6684903220183056,2
1.0000000000000002,0.32767384293070356,0.8450908504459628,0.727356318054794,2
0.5868104010292965,0.21456366548571837,0.9248155244250647,0.36808274507906186,2
0.5962209137982131,0.6597528076512833,0.6561034693429024,0.6220525703580524,2
0.618251185920492,0.015055511854320525,0.8483406258919107,0.722204274732893,2
0.7829572316728337,0.5714150461379559,0.8403533838088435,0.43718212569618364,2
0.585610410907605,0.7583014344004124,0.8493525832213092,0.6979225103140727,2
0.6960019718331683,0.2408057866431843,0.8356519549356592,0.5630499018053015,2
0.5122727690214399,0.3025275667796732,0.8923743693514246,0.6286159890562435,2
0.7102173475908622,0.2971613058916329,0.8616408371994524,0.7479075301598879,2
0.49186184055074267,0.44430988842636165,0.7961376083422721,0.5649106583863279,2
