InvoiceDate,Year,Quarter,Month
2010-12-02 09:29:00,2010,4,12
2010-12-02 09:37:00,2010,4,12
2010-12-02 09:41:00,2010,4,12
2010-12-02 09:42:00,2010,4,12
2010-12-02 09:43:00,2010,4,12
2010-12-02 09:44:00,2010,4,12
2010-12-02 10:09:00,2010,4,12
2010-12-02 10:10:00,2010,4,12
2010-12-02 10:17:00,2010,4,12
2010-12-02 10:18:00,2010,4,12
2010-12-02 10:27:00,2010,4,12
2010-12-02 10:35:00,2010,4,12
2010-12-02 10:39:00,2010,4,12
2010-12-02 10:45:00,2010,4,12
2010-12-02 10:46:00,2010,4,12
2010-12-02 10:53:00,2010,4,12
2010-12-02 10:54:00,2010,4,12
2010-12-02 10:55:00,2010,4,12
2010-12-02 10:56:00,2010,4,12
2010-12-02 10:58:00,2010,4,12
2010-12-02 11:02:00,2010,4,12
2010-12-02 11:20:00,2010,4,12
2010-12-02 11:21:00,2010,4,12
2010-12-02 11:22:00,2010,4,12
2010-12-02 11:23:00,2010,4,12
2010-12-02 11:35:00,2010,4,12
2010-12-02 11:41:00,2010,4,12
2010-12-02 11:45:00,2010,4,12
2010-12-02 11:46:00,2010,4,12
2010-12-02 11:57:00,2010,4,12
2010-12-02 12:07:00,2010,4,12
2010-12-02 12:09:00,2010,4,12
2010-12-02 12:10:00,2010,4,12
2010-12-02 12:11:00,2010,4,12
2010-12-02 12:16:00,2010,4,12
2010-12-02 12:18:00,2010,4,12
2010-12-02 12:22:00,2010,4,12
2010-12-02 12:23:00,2010,4,12
2010-12-02 12:24:00,2010,4,12
2010-12-02 12:25:00,2010,4,12
2010-12-02 12:26:00,2010,4,12
2010-12-02 12:28:00,2010,4,12
2010-12-02 12:33:00,2010,4,12
2010-12-02 12:47:00,2010,4,12
2010-12-02 12:50:00,2010,4,12
2010-12-02 12:58:00,2010,4,12
2010-12-02 12:59:00,2010,4,12
2010-12-02 13:06:00,2010,4,12
2010-12-02 13:08:00,2010,4,12
2010-12-02 13:11:00,2010,4,12
2010-12-02 13:14:00,2010,4,12
2010-12-02 13:32:00,2010,4,12
2010-12-02 13:36:00,2010,4,12
2010-12-02 13:38:00,2010,4,12
2010-12-02 13:39:00,2010,4,12
2010-12-02 13:44:00,2010,4,12
2010-12-02 13:45:00,2010,4,12
2010-12-02 13:49:00,2010,4,12
2010-12-02 14:04:00,2010,4,12
2010-12-02 14:05:00,2010,4,12
2010-12-02 14:06:00,2010,4,12
2010-12-02 14:07:00,2010,4,12
2010-12-02 14:09:00,2010,4,12
2010-12-02 14:14:00,2010,4,12
2010-12-02 14:23:00,2010,4,12
2010-12-02 14:26:00,2010,4,12
2010-12-02 14:30:00,2010,4,12
2010-12-02 14:40:00,2010,4,12
2010-12-02 14:42:00,2010,4,12
2010-12-02 14:47:00,2010,4,12
2010-12-02 14:49:00,2010,4,12
2010-12-02 15:00:00,2010,4,12
2010-12-02 15:03:00,2010,4,12
2010-12-02 15:08:00,2010,4,12
2010-12-02 15:09:00,2010,4,12
2010-12-02 15:14:00,2010,4,12
2010-12-02 15:18:00,2010,4,12
2010-12-02 15:19:00,2010,4,12
2010-12-02 15:20:00,2010,4,12
2010-12-02 15:22:00,2010,4,12
2010-12-02 15:23:00,2010,4,12
2010-12-02 15:24:00,2010,4,12
2010-12-02 15:25:00,2010,4,12
2010-12-02 15:26:00,2010,4,12
2010-12-02 15:27:00,2010,4,12
2010-12-02 15:28:00,2010,4,12
2010-12-02 15:39:00,2010,4,12
2010-12-02 15:40:00,2010,4,12
2010-12-02 15:46:00,2010,4,12
2010-12-02 15:49:00,2010,4,12
2010-12-02 15:55:00,2010,4,12
2010-12-02 16:00:00,2010,4,12
2010-12-02 16:12:00,2010,4,12
2010-12-02 16:29:00,2010,4,12
2010-12-02 16:33:00,2010,4,12
2010-12-02 16:34:00,2010,4,12
2010-12-02 16:38:00,2010,4,12
2010-12-02 16:42:00,2010,4,12
2010-12-02 16:46:00,2010,4,12
2010-12-02 16:48:00,2010,4,12
2010-12-02 16:50:00,2010,4,12
2010-12-02 16:51:00,2010,4,12
2010-12-02 16:59:00,2010,4,12
2010-12-02 17:12:00,2010,4,12
2010-12-02 17:17:00,2010,4,12
2010-12-02 17:22:00,2010,4,12
2010-12-02 17:24:00,2010,4,12
2010-12-02 17:38:00,2010,4,12
2010-12-02 17:40:00,2010,4,12
2010-12-02 17:41:00,2010,4,12
2010-12-02 17:48:00,2010,4,12
2010-12-02 17:51:00,2010,4,12
2010-12-02 18:06:00,2010,4,12
2010-12-02 18:08:00,2010,4,12
2010-12-02 18:15:00,2010,4,12
2010-12-02 18:23:00,2010,4,12
2010-12-02 18:25:00,2010,4,12
2010-12-02 18:27:00,2010,4,12
2010-12-02 18:45:00,2010,4,12
2010-12-02 18:46:00,2010,4,12
2010-12-02 18:49:00,2010,4,12
2010-12-02 19:18:00,2010,4,12
2010-12-02 19:59:00,2010,4,12
2010-12-03 09:31:00,2010,4,12
2010-12-03 09:39:00,2010,4,12
2010-12-03 09:45:00,2010,4,12
2010-12-03 09:49:00,2010,4,12
2010-12-03 09:51:00,2010,4,12
2010-12-03 10:26:00,2010,4,12
2010-12-03 10:33:00,2010,4,12
2010-12-03 10:36:00,2010,4,12
2010-12-03 10:43:00,2010,4,12
2010-12-03 10:44:00,2010,4,12
2010-12-03 11:13:00,2010,4,12
2010-12-03 11:19:00,2010,4,12
2010-12-03 11:27:00,2010,4,12
2010-12-03 11:28:00,2010,4,12
2010-12-03 11:35:00,2010,4,12
2010-12-03 11:36:00,2010,4,12
2010-12-03 11:41:00,2010,4,12
2010-12-03 11:42:00,2010,4,12
2010-12-03 11:48:00,2010,4,12
2010-12-03 12:01:00,2010,4,12
2010-12-03 12:05:00,2010,4,12
2010-12-03 12:11:00,2010,4,12
2010-12-03 12:20:00,2010,4,12
2010-12-03 12:24:00,2010,4,12
2010-12-03 12:28:00,2010,4,12
2010-12-03 12:29:00,2010,4,12
2010-12-03 12:41:00,2010,4,12
2010-12-03 12:43:00,2010,4,12
2010-12-03 12:48:00,2010,4,12
2010-12-03 12:57:00,2010,4,12
2010-12-03 13:09:00,2010,4,12
2010-12-03 13:10:00,2010,4,12
2010-12-03 13:12:00,2010,4,12
2010-12-03 13:40:00,2010,4,12
2010-12-03 13:42:00,2010,4,12
2010-12-03 13:43:00,2010,4,12
2010-12-03 13:59:00,2010,4,12
2010-12-03 14:04:00,2010,4,12
2010-12-03 14:18:00,2010,4,12
2010-12-03 14:26:00,2010,4,12
2010-12-03 14:27:00,2010,4,12
2010-12-03 14:30:00,2010,4,12
2010-12-03 14:35:00,2010,4,12
2010-12-03 14:40:00,2010,4,12
2010-12-03 14:54:00,2010,4,12
2010-12-03 15:05:00,2010,4,12
2010-12-03 15:10:00,2010,4,12
2010-12-03 15:14:00,2010,4,12
2010-12-03 15:16:00,2010,4,12
2010-12-03 15:19:00,2010,4,12
2010-12-03 15:25:00,2010,4,12
2010-12-03 15:45:00,2010,4,12
2010-12-03 16:02:00,2010,4,12
2010-12-03 16:21:00,2010,4,12
2010-12-03 16:35:00,2010,4,12
2010-12-03 16:44:00,2010,4,12
2010-12-03 16:45:00,2010,4,12
2010-12-03 17:20:00,2010,4,12
2010-12-03 17:21:00,2010,4,12
2010-12-03 17:28:00,2010,4,12
2010-12-05 10:03:00,2010,4,12
2010-12-05 10:12:00,2010,4,12
2010-12-05 10:27:00,2010,4,12
2010-12-05 10:36:00,2010,4,12
2010-12-05 10:45:00,2010,4,12
2010-12-05 10:52:00,2010,4,12
2010-12-05 10:54:00,2010,4,12
2010-12-05 10:58:00,2010,4,12
2010-12-05 11:02:00,2010,4,12
2010-12-05 11:03:00,2010,4,12
2010-12-05 11:04:00,2010,4,12
2010-12-05 11:10:00,2010,4,12
2010-12-05 11:12:00,2010,4,12
2010-12-05 11:15:00,2010,4,12
2010-12-05 11:38:00,2010,4,12
2010-12-05 11:40:00,2010,4,12
2010-12-05 11:45:00,2010,4,12
2010-12-05 11:49:00,2010,4,12
2010-12-05 11:51:00,2010,4,12
2010-12-05 11:54:00,2010,4,12
2010-12-05 11:57:00,2010,4,12
2010-12-05 11:59:00,2010,4,12
2010-12-05 12:00:00,2010,4,12
2010-12-05 12:01:00,2010,4,12
2010-12-05 12:02:00,2010,4,12
2010-12-05 12:08:00,2010,4,12
2010-12-05 12:09:00,2010,4,12
2010-12-05 12:13:00,2010,4,12
2010-12-05 12:15:00,2010,4,12
2010-12-05 12:23:00,2010,4,12
2010-12-05 12:26:00,2010,4,12
2010-12-05 12:29:00,2010,4,12
2010-12-05 12:34:00,2010,4,12
2010-12-05 12:35:00,2010,4,12
2010-12-05 12:42:00,2010,4,12
2010-12-05 12:43:00,2010,4,12
2010-12-05 12:44:00,2010,4,12
2010-12-05 12:47:00,2010,4,12
2010-12-05 12:53:00,2010,4,12
2010-12-05 12:57:00,2010,4,12
2010-12-05 13:00:00,2010,4,12
2010-12-05 13:03:00,2010,4,12
2010-12-05 13:05:00,2010,4,12
2010-12-05 13:08:00,2010,4,12
2010-12-05 13:10:00,2010,4,12
2010-12-05 13:17:00,2010,4,12
2010-12-05 13:18:00,2010,4,12
2010-12-05 13:21:00,2010,4,12
2010-12-05 13:26:00,2010,4,12
2010-12-05 13:29:00,2010,4,12
2010-12-05 13:42:00,2010,4,12
2010-12-05 13:49:00,2010,4,12
2010-12-05 13:53:00,2010,4,12
2010-12-05 13:55:00,2010,4,12
2010-12-05 14:02:00,2010,4,12
2010-12-05 14:03:00,2010,4,12
2010-12-05 14:06:00,2010,4,12
2010-12-05 14:17:00,2010,4,12
2010-12-05 14:19:00,2010,4,12
2010-12-05 14:25:00,2010,4,12
2010-12-05 14:45:00,2010,4,12
2010-12-05 14:52:00,2010,4,12
2010-12-05 15:02:00,2010,4,12
2010-12-05 15:06:00,2010,4,12
2010-12-05 15:12:00,2010,4,12
2010-12-05 15:15:00,2010,4,12
2010-12-05 15:18:00,2010,4,12
2010-12-05 15:21:00,2010,4,12
2010-12-05 15:26:00,2010,4,12
2010-12-05 15:35:00,2010,4,12
2010-12-05 15:38:00,2010,4,12
2010-12-05 15:40:00,2010,4,12
2010-12-05 15:46:00,2010,4,12
2010-12-05 15:47:00,2010,4,12
2010-12-05 15:49:00,2010,4,12
2010-12-05 15:54:00,2010,4,12
2010-12-05 16:00:00,2010,4,12
2010-12-05 16:10:00,2010,4,12
2010-12-05 16:24:00,2010,4,12
2010-12-05 16:41:00,2010,4,12
2010-12-06 08:34:00,2010,4,12
2010-12-06 08:42:00,2010,4,12
2010-12-06 08:43:00,2010,4,12
2010-12-06 08:44:00,2010,4,12
2010-12-06 09:20:00,2010,4,12
2010-12-06 09:21:00,2010,4,12
2010-12-06 09:37:00,2010,4,12
2010-12-06 09:45:00,2010,4,12
2010-12-06 09:52:00,2010,4,12
2010-12-06 09:58:00,2010,4,12
2010-12-06 10:03:00,2010,4,12
2010-12-06 10:05:00,2010,4,12
2010-12-06 10:08:00,2010,4,12
2010-12-06 10:18:00,2010,4,12
2010-12-06 10:19:00,2010,4,12
2010-12-06 10:20:00,2010,4,12
2010-12-06 10:24:00,2010,4,12
2010-12-06 10:27:00,2010,4,12
2010-12-06 10:34:00,2010,4,12
2010-12-06 10:36:00,2010,4,12
2010-12-06 10:38:00,2010,4,12
2010-12-06 10:43:00,2010,4,12
2010-12-06 10:46:00,2010,4,12
2010-12-06 10:53:00,2010,4,12
2010-12-06 11:01:00,2010,4,12
2010-12-06 11:03:00,2010,4,12
2010-12-06 11:06:00,2010,4,12
2010-12-06 11:10:00,2010,4,12
2010-12-06 11:16:00,2010,4,12
2010-12-06 11:26:00,2010,4,12
2010-12-06 11:37:00,2010,4,12
2010-12-06 11:38:00,2010,4,12
2010-12-06 11:42:00,2010,4,12
2010-12-06 11:58:00,2010,4,12
2010-12-06 12:06:00,2010,4,12
2010-12-06 12:15:00,2010,4,12
2010-12-06 12:21:00,2010,4,12
2010-12-06 12:23:00,2010,4,12
2010-12-06 12:30:00,2010,4,12
2010-12-06 12:31:00,2010,4,12
2010-12-06 12:34:00,2010,4,12
2010-12-06 12:38:00,2010,4,12
2010-12-06 12:39:00,2010,4,12
2010-12-06 12:40:00,2010,4,12
2010-12-06 12:41:00,2010,4,12
2010-12-06 12:44:00,2010,4,12
2010-12-06 12:47:00,2010,4,12
2010-12-06 12:52:00,2010,4,12
2010-12-06 12:55:00,2010,4,12
2010-12-06 12:59:00,2010,4,12
2010-12-06 13:01:00,2010,4,12
2010-12-06 13:06:00,2010,4,12
2010-12-06 13:12:00,2010,4,12
2010-12-06 13:13:00,2010,4,12
2010-12-06 13:21:00,2010,4,12
2010-12-06 13:22:00,2010,4,12
2010-12-06 13:32:00,2010,4,12
2010-12-06 13:34:00,2010,4,12
2010-12-06 13:35:00,2010,4,12
2010-12-06 13:41:00,2010,4,12
2010-12-06 13:47:00,2010,4,12
2010-12-06 13:53:00,2010,4,12
2010-12-06 13:58:00,2010,4,12
2010-12-06 13:59:00,2010,4,12
2010-12-06 14:00:00,2010,4,12
2010-12-06 14:05:00,2010,4,12
2010-12-06 14:08:00,2010,4,12
2010-12-06 14:19:00,2010,4,12
2010-12-06 14:31:00,2010,4,12
2010-12-06 14:36:00,2010,4,12
2010-12-06 14:43:00,2010,4,12
2010-12-06 14:46:00,2010,4,12
2010-12-06 14:51:00,2010,4,12
2010-12-06 14:55:00,2010,4,12
2010-12-06 15:00:00,2010,4,12
2010-12-06 15:03:00,2010,4,12
2010-12-06 15:06:00,2010,4,12
2010-12-06 15:09:00,2010,4,12
2010-12-06 15:13:00,2010,4,12
2010-12-06 15:14:00,2010,4,12
2010-12-06 15:18:00,2010,4,12
2010-12-06 15:25:00,2010,4,12
2010-12-06 15:27:00,2010,4,12
2010-12-06 15:34:00,2010,4,12
2010-12-06 15:35:00,2010,4,12
2010-12-06 15:38:00,2010,4,12
2010-12-06 15:54:00,2010,4,12
2010-12-06 16:36:00,2010,4,12
2010-12-06 16:57:00,2010,4,12
2010-12-06 16:58:00,2010,4,12
2010-12-06 17:16:00,2010,4,12
2010-12-06 17:26:00,2010,4,12
2010-12-06 17:29:00,2010,4,12
2010-12-07 09:13:00,2010,4,12
2010-12-07 09:21:00,2010,4,12
2010-12-07 09:23:00,2010,4,12
2010-12-07 09:43:00,2010,4,12
2010-12-07 09:51:00,2010,4,12
2010-12-07 09:55:00,2010,4,12
2010-12-07 09:57:00,2010,4,12
2010-12-07 10:04:00,2010,4,12
2010-12-07 10:06:00,2010,4,12
2010-12-07 10:08:00,2010,4,12
2010-12-07 10:14:00,2010,4,12
2010-12-07 10:32:00,2010,4,12
2010-12-07 10:36:00,2010,4,12
2010-12-07 10:43:00,2010,4,12
2010-12-07 10:47:00,2010,4,12
2010-12-07 10:51:00,2010,4,12
2010-12-07 11:11:00,2010,4,12
2010-12-07 11:26:00,2010,4,12
2010-12-07 11:30:00,2010,4,12
2010-12-07 11:33:00,2010,4,12
2010-12-07 11:41:00,2010,4,12
2010-12-07 11:45:00,2010,4,12
2010-12-07 11:48:00,2010,4,12
2010-12-07 11:49:00,2010,4,12
2010-12-07 11:59:00,2010,4,12
2010-12-07 12:18:00,2010,4,12
2010-12-07 12:21:00,2010,4,12
2010-12-07 12:28:00,2010,4,12
2010-12-07 12:29:00,2010,4,12
2010-12-07 12:37:00,2010,4,12
2010-12-07 12:43:00,2010,4,12
2010-12-07 12:49:00,2010,4,12
2010-12-07 13:01:00,2010,4,12
2010-12-07 13:13:00,2010,4,12
2010-12-07 13:16:00,2010,4,12
2010-12-07 13:18:00,2010,4,12
2010-12-07 13:20:00,2010,4,12
2010-12-07 13:22:00,2010,4,12
2010-12-07 13:28:00,2010,4,12
2010-12-07 13:29:00,2010,4,12
2010-12-07 13:30:00,2010,4,12
2010-12-07 13:45:00,2010,4,12
2010-12-07 13:50:00,2010,4,12
2010-12-07 13:53:00,2010,4,12
2010-12-07 14:00:00,2010,4,12
2010-12-07 14:29:00,2010,4,12
2010-12-07 14:30:00,2010,4,12
2010-12-07 14:31:00,2010,4,12
2010-12-07 14:41:00,2010,4,12
2010-12-07 14:57:00,2010,4,12
2010-12-07 14:58:00,2010,4,12
2010-12-07 15:02:00,2010,4,12
2010-12-07 15:03:00,2010,4,12
2010-12-07 15:04:00,2010,4,12
2010-12-07 15:08:00,2010,4,12
2010-12-07 15:14:00,2010,4,12
2010-12-07 15:15:00,2010,4,12
2010-12-07 15:18:00,2010,4,12
2010-12-07 15:20:00,2010,4,12
2010-12-07 15:22:00,2010,4,12
2010-12-07 15:28:00,2010,4,12
2010-12-07 15:31:00,2010,4,12
2010-12-07 15:32:00,2010,4,12
2010-12-07 15:33:00,2010,4,12
2010-12-07 15:34:00,2010,4,12
2010-12-07 15:39:00,2010,4,12
2010-12-07 15:48:00,2010,4,12
2010-12-07 15:54:00,2010,4,12
2010-12-07 15:59:00,2010,4,12
2010-12-07 16:20:00,2010,4,12
2010-12-07 16:42:00,2010,4,12
2010-12-07 16:43:00,2010,4,12
2010-12-07 17:05:00,2010,4,12
2010-12-07 17:19:00,2010,4,12
2010-12-07 18:36:00,2010,4,12
2010-12-08 08:12:00,2010,4,12
2010-12-08 08:43:00,2010,4,12
2010-12-08 08:58:00,2010,4,12
2010-12-08 09:07:00,2010,4,12
2010-12-08 09:20:00,2010,4,12
2010-12-08 09:30:00,2010,4,12
2010-12-08 09:49:00,2010,4,12
2010-12-08 09:51:00,2010,4,12
2010-12-08 09:53:00,2010,4,12
2010-12-08 09:56:00,2010,4,12
2010-12-08 10:05:00,2010,4,12
2010-12-08 10:11:00,2010,4,12
2010-12-08 10:13:00,2010,4,12
2010-12-08 10:14:00,2010,4,12
2010-12-08 10:21:00,2010,4,12
2010-12-08 10:35:00,2010,4,12
2010-12-08 10:36:00,2010,4,12
2010-12-08 10:38:00,2010,4,12
2010-12-08 10:39:00,2010,4,12
2010-12-08 10:40:00,2010,4,12
2010-12-08 10:45:00,2010,4,12
2010-12-08 10:46:00,2010,4,12
2010-12-08 10:51:00,2010,4,12
2010-12-08 10:53:00,2010,4,12
2010-12-08 11:02:00,2010,4,12
2010-12-08 11:04:00,2010,4,12
2010-12-08 11:16:00,2010,4,12
2010-12-08 11:31:00,2010,4,12
2010-12-08 11:38:00,2010,4,12
2010-12-08 11:41:00,2010,4,12
2010-12-08 11:42:00,2010,4,12
2010-12-08 11:43:00,2010,4,12
2010-12-08 12:01:00,2010,4,12
2010-12-08 12:06:00,2010,4,12
2010-12-08 12:08:00,2010,4,12
2010-12-08 12:09:00,2010,4,12
2010-12-08 12:11:00,2010,4,12
2010-12-08 12:17:00,2010,4,12
2010-12-08 12:24:00,2010,4,12
2010-12-08 12:29:00,2010,4,12
2010-12-08 12:35:00,2010,4,12
2010-12-08 12:36:00,2010,4,12
2010-12-08 12:40:00,2010,4,12
2010-12-08 12:41:00,2010,4,12
2010-12-08 12:45:00,2010,4,12
2010-12-08 12:46:00,2010,4,12
2010-12-08 12:49:00,2010,4,12
2010-12-08 12:51:00,2010,4,12
2010-12-08 12:56:00,2010,4,12
2010-12-08 12:57:00,2010,4,12
2010-12-08 13:01:00,2010,4,12
2010-12-08 13:03:00,2010,4,12
2010-12-08 13:07:00,2010,4,12
2010-12-08 13:08:00,2010,4,12
2010-12-08 13:11:00,2010,4,12
2010-12-08 13:14:00,2010,4,12
2010-12-08 13:17:00,2010,4,12
2010-12-08 13:21:00,2010,4,12
2010-12-08 13:23:00,2010,4,12
2010-12-08 13:28:00,2010,4,12
2010-12-08 13:30:00,2010,4,12
2010-12-08 13:38:00,2010,4,12
2010-12-08 13:49:00,2010,4,12
2010-12-08 13:51:00,2010,4,12
2010-12-08 13:53:00,2010,4,12
2010-12-08 13:55:00,2010,4,12
2010-12-08 14:22:00,2010,4,12
2010-12-08 14:25:00,2010,4,12
2010-12-08 14:36:00,2010,4,12
2010-12-08 14:38:00,2010,4,12
2010-12-08 14:43:00,2010,4,12
2010-12-08 14:46:00,2010,4,12
2010-12-08 14:50:00,2010,4,12
2010-12-08 14:53:00,2010,4,12
2010-12-08 14:58:00,2010,4,12
2010-12-08 14:59:00,2010,4,12
2010-12-08 15:02:00,2010,4,12
2010-12-08 15:03:00,2010,4,12
2010-12-08 15:10:00,2010,4,12
2010-12-08 15:12:00,2010,4,12
2010-12-08 15:16:00,2010,4,12
2010-12-08 15:17:00,2010,4,12
2010-12-08 15:23:00,2010,4,12
2010-12-08 15:25:00,2010,4,12
2010-12-08 15:33:00,2010,4,12
2010-12-08 15:35:00,2010,4,12
2010-12-08 15:38:00,2010,4,12
2010-12-08 15:39:00,2010,4,12
2010-12-08 15:56:00,2010,4,12
2010-12-08 15:58:00,2010,4,12
2010-12-08 15:59:00,2010,4,12
2010-12-08 16:06:00,2010,4,12
2010-12-08 16:11:00,2010,4,12
2010-12-08 16:18:00,2010,4,12
2010-12-08 16:21:00,2010,4,12
2010-12-08 16:29:00,2010,4,12
2010-12-08 16:34:00,2010,4,12
2010-12-08 16:45:00,2010,4,12
2010-12-08 16:48:00,2010,4,12
2010-12-08 16:49:00,2010,4,12
2010-12-08 17:20:00,2010,4,12
2010-12-09 08:34:00,2010,4,12
2010-12-09 09:14:00,2010,4,12
2010-12-09 09:23:00,2010,4,12
2010-12-09 09:25:00,2010,4,12
2010-12-09 09:27:00,2010,4,12
2010-12-09 09:30:00,2010,4,12
2010-12-09 09:34:00,2010,4,12
2010-12-09 09:49:00,2010,4,12
2010-12-09 10:00:00,2010,4,12
2010-12-09 10:04:00,2010,4,12
2010-12-09 10:05:00,2010,4,12
2010-12-09 10:13:00,2010,4,12
2010-12-09 10:16:00,2010,4,12
2010-12-09 10:30:00,2010,4,12
2010-12-09 10:33:00,2010,4,12
2010-12-09 10:37:00,2010,4,12
2010-12-09 10:42:00,2010,4,12
2010-12-09 10:44:00,2010,4,12
2010-12-09 10:45:00,2010,4,12
2010-12-09 10:48:00,2010,4,12
2010-12-09 10:55:00,2010,4,12
2010-12-09 11:28:00,2010,4,12
2010-12-09 11:30:00,2010,4,12
2010-12-09 11:31:00,2010,4,12
2010-12-09 11:35:00,2010,4,12
2010-12-09 11:39:00,2010,4,12
2010-12-09 11:44:00,2010,4,12
2010-12-09 11:48:00,2010,4,12
2010-12-09 12:05:00,2010,4,12
2010-12-09 12:12:00,2010,4,12
2010-12-09 12:13:00,2010,4,12
2010-12-09 12:16:00,2010,4,12
2010-12-09 12:17:00,2010,4,12
2010-12-09 12:20:00,2010,4,12
2010-12-09 12:24:00,2010,4,12
2010-12-09 12:32:00,2010,4,12
2010-12-09 12:37:00,2010,4,12
2010-12-09 12:49:00,2010,4,12
2010-12-09 12:59:00,2010,4,12
2010-12-09 13:03:00,2010,4,12
2010-12-09 13:05:00,2010,4,12
2010-12-09 13:08:00,2010,4,12
2010-12-09 13:11:00,2010,4,12
